Date,PlayerID,Training,FactorRatio,FactorRPE
2018-07-16,16,Yes,2.859984574,11.67514853
2018-07-16,16,Yes,6.118894789,24.38019169
2018-07-16,16,Yes,4.272106869,14.34202971
2018-07-14,2,Yes,3.684766416,12.25227761
2018-07-12,2,Yes,4.014730639,15.98240847
2018-07-12,2,Yes,5.206080599,20.55553411
2018-07-12,2,Yes,6.406963277,24.41015441
2018-07-12,2,Yes,7.160208089,27.20388411
2018-07-12,3,Yes,4.074331016,15.98860766
2018-07-12,3,Yes,5.265680976,20.5617333
2018-07-12,3,Yes,7.832829121,30.85557787
2018-07-12,4,Yes,3.706394681,15.23084083
2018-07-12,4,Yes,6.079561881,25.09559744
2018-07-12,4,Yes,3.573896478,15.18428397
2018-07-12,7,Yes,5.379113741,22.04530083
2018-07-12,7,Yes,5.256148257,21.28023863
2018-07-12,7,Yes,7.771346379,30.47304677
2018-07-12,11,Yes,5.249578914,21.31233073
2018-07-12,11,Yes,5.126613429,20.54726853
2018-07-12,11,Yes,7.632278833,30.45858201
2018-07-12,13,Yes,4.700212905,20.21380218
2018-07-12,13,Yes,4.57724742,19.44873999
2018-07-12,13,Yes,6.206702527,25.80126157
2018-07-12,13,Yes,3.620488943,16.94442767
2018-07-12,13,Yes,6.131400638,21.4436727
2018-07-12,14,Yes,3.885195812,15.24943838
2018-07-12,14,Yes,5.067013053,20.54106935
2018-07-12,14,Yes,6.258363012,25.11419499
2018-07-12,16,Yes,3.99446317,15.26080355
2018-07-12,16,Yes,5.166747691,21.27093986
2018-07-12,16,Yes,6.36763037,25.12556016
2018-07-11,13,Yes,6.233128781,21.48131063
2018-07-10,1,Yes,8.807526731,35.78230508
2018-07-10,2,Yes,5.23171538,19.08643134
2018-07-10,2,Yes,2.61969006,9.101909099
2018-07-10,3,Yes,4.473748051,17.96620565
2018-07-10,3,Yes,1.958876479,7.619057264
2018-07-10,4,Yes,3.63966552,14.43885252
2018-07-10,4,Yes,2.001004245,7.650496018
2018-07-10,5,Yes,2.104698632,8.406744229
2018-07-10,6,Yes,2.326449278,10.53636795
2018-07-10,6,Yes,5.132782095,19.7956379
2018-07-10,7,Yes,6.56669897,25.86576264
2018-07-10,7,Yes,6.472331643,22.94518443
2018-07-10,10,Yes,6.335035323,24.37561607
2018-07-10,10,Yes,1.873435663,7.636136194
2018-07-10,11,Yes,5.092647833,19.07196658
2018-07-10,11,Yes,2.130138395,7.663927582
2018-07-10,13,Yes,4.516276493,18.71718294
2018-07-10,13,Yes,1.851974599,8.785964515
2018-07-10,14,Yes,3.599531258,13.7151812
2018-07-10,14,Yes,2.126579323,8.357088409
2018-07-10,15,Yes,2.289874088,9.119535804
2018-07-10,16,Yes,6.197169808,26.51976691
2018-07-10,16,Yes,3.50276975,10.76729703
2018-07-09,2,Yes,4.143464113,15.27630151
2018-07-09,2,Yes,9.1452622,35.81743379
2018-07-09,2,Yes,6.639596797,25.90612031
2018-07-09,2,Yes,5.098415822,17.60079742
2018-07-09,3,Yes,5.108117187,21.27056
2018-07-09,3,Yes,8.80513255,35.75499911
2018-07-09,3,Yes,8.918565315,37.23856665
2018-07-09,5,Yes,6.772095001,25.95267717
2018-07-09,5,Yes,6.526164031,24.42255278
2018-07-09,5,Yes,9.268227685,36.58249598
2018-07-09,6,Yes,5.239244841,20.591759
2018-07-09,6,Yes,8.926727485,35.79470345
2018-07-09,6,Yes,7.287739658,30.1606872
2018-07-09,7,Yes,5.389047137,22.04633402
2018-07-09,7,Yes,7.781279775,30.47407996
2018-07-09,7,Yes,6.570864378,27.337965
2018-07-09,10,Yes,5.187183679,20.55928705
2018-07-09,10,Yes,8.884199042,35.04372616
2018-07-09,10,Yes,6.369000919,25.85091802
2018-07-09,11,Yes,5.279379103,21.31543032
2018-07-09,11,Yes,8.976394465,35.79986943
2018-07-09,11,Yes,6.470729062,25.88855596
2018-07-09,13,Yes,4.691872335,18.80099789
2018-07-09,13,Yes,8.807927408,36.50184361
2018-07-09,13,Yes,3.673631116,15.91415447
2018-07-09,13,Yes,2.599153447,7.232711511
2018-07-09,14,Yes,3.795795247,15.2401396
2018-07-09,14,Yes,8.807126054,35.06276655
2018-07-09,14,Yes,4.977612487,20.53177057
2018-07-09,15,Yes,4.153397509,15.2773347
2018-07-09,15,Yes,9.164728315,35.09996165
2018-07-09,15,Yes,4.90664232,18.0710644
2018-07-09,16,Yes,5.099141578,18.84335897
2018-07-09,16,Yes,9.224729369,35.82569936
2018-07-09,16,Yes,9.347694854,36.59076156
2018-07-09,16,Yes,3.882632985,10.83386449
2018-07-09,17,Yes,4.224367676,17.73804088
2018-07-09,17,Yes,8.807126054,35.06276655
2018-07-09,17,Yes,6.282395212,26.58846374
2018-07-08,13,Yes,6.261727066,25.14732028
2018-07-08,13,Yes,2.870318647,12.39572026
2018-07-06,2,Yes,4.759412604,19.50046283
2018-07-06,2,Yes,6.308319531,26.90746399
2018-07-06,2,Yes,3.20869891,11.91364527
2018-07-06,2,Yes,1.780950701,5.091889905
2018-07-06,3,Yes,5.326651903,21.29329034
2018-07-06,3,Yes,6.437453681,26.92089555
2018-07-06,3,Yes,5.194153699,21.24673348
2018-07-06,4,Yes,3.843468724,15.93753816
2018-07-06,4,Yes,6.207103204,26.5208001
2018-07-06,7,Yes,5.227317941,21.28295837
2018-07-06,7,Yes,7.581419702,32.58472565
2018-07-06,10,Yes,5.454984699,19.86764484
2018-07-06,10,Yes,3.894738285,12.99933261
2018-07-06,10,Yes,5.203807438,23.7495889
2018-07-06,10,Yes,5.322486495,19.82108798
2018-07-06,11,Yes,5.477646349,20.61655573
2018-07-06,11,Yes,4.784077512,18.02554073
2018-07-06,11,Yes,5.255067245,22.34298378
2018-07-06,14,Yes,4.024664036,15.98344167
2018-07-06,14,Yes,6.388298516,26.56670362
2018-07-06,16,Yes,5.316317829,20.57271861
2018-07-06,16,Yes,8.965669596,38.6496844
2018-07-06,16,Yes,6.48860235,26.58285492
2018-07-05,1,Yes,3.773365628,10.82249932
2018-07-05,1,Yes,9.13452745,34.37732352
2018-07-05,1,Yes,4.885974174,16.62992094
2018-07-05,2,Yes,6.565897616,24.42668557
2018-07-05,2,Yes,9.071563019,34.33799904
2018-07-05,2,Yes,5.365014937,20.57206527
2018-07-05,3,Yes,3.423703258,11.47856998
2018-07-05,3,Yes,8.775332361,35.75189952
2018-07-05,3,Yes,8.888765127,37.23546705
2018-07-05,4,Yes,3.842899401,10.8297317
2018-07-05,4,Yes,9.184995785,35.82156657
2018-07-05,4,Yes,5.803120085,22.35146121
2018-07-05,6,Yes,3.793633097,11.54410425
2018-07-05,6,Yes,9.135729481,36.53593912
2018-07-05,6,Yes,6.639596797,25.90612031
2018-07-05,7,Yes,7.870680341,30.48337874
2018-07-05,7,Yes,5.355482218,21.2905706
2018-07-05,10,Yes,3.513504501,12.20740729
2018-07-05,10,Yes,7.560350879,30.42404366
2018-07-05,10,Yes,6.378533639,25.13241269
2018-07-05,11,Yes,3.635099435,12.24711162
2018-07-05,11,Yes,9.005793977,35.08343049
2018-07-05,11,Yes,5.185813129,19.83392918
2018-07-05,15,Yes,3.744366793,12.25847679
2018-07-05,15,Yes,9.115061335,35.09479566
2018-07-05,15,Yes,5.733185635,21.6246903
2018-07-05,16,Yes,9.165128992,35.81950018
2018-07-05,16,Yes,6.451663496,21.50404097
2018-07-05,16,Yes,6.659463589,25.90818671
2018-07-04,2,Yes,5.566321158,19.38329295
2018-07-04,13,Yes,6.233128781,21.48131063
2018-07-03,1,Yes,8.885000396,36.48280322
2018-07-03,2,Yes,6.339321751,29.06917918
2018-07-03,2,Yes,3.706404435,13.6992404
2018-07-03,2,Yes,2.278656226,6.877485034
2018-07-03,3,Yes,7.544849017,27.09019238
2018-07-03,4,Yes,9.015336577,38.65485039
2018-07-03,6,Yes,9.045136766,38.65794998
2018-07-03,7,Yes,7.698216394,28.27989282
2018-07-03,10,Yes,2.979595759,10.875485
2018-07-03,10,Yes,5.193473365,23.02901717
2018-07-03,11,Yes,4.843277212,17.31220138
2018-07-03,11,Yes,2.733299653,7.360742086
2018-07-03,11,Yes,5.304734226,22.34814977
2018-07-03,13,Yes,4.814278378,18.74817886
2018-07-03,13,Yes,4.037681701,12.69789672
2018-07-03,13,Yes,2.986555897,7.273006204
2018-07-03,14,Yes,7.555984444,29.24984118
2018-07-03,15,Yes,2.633920397,10.14709053
2018-07-03,15,Yes,2.647739543,14.12214831
2018-07-03,15,Yes,2.59578952,13.02111187
2018-07-03,16,Yes,5.153218083,19.08398509
2018-07-03,16,Yes,6.287371728,27.96814275
2018-07-03,16,Yes,3.612037108,10.7786622
2018-07-02,1,Yes,4.59110198,16.33719211
2018-07-02,1,Yes,9.164327638,34.38042311
2018-07-02,1,Yes,6.658662235,24.46910964
2018-07-02,2,Yes,4.213398563,16.00307242
2018-07-02,2,Yes,6.596098481,25.14932369
2018-07-02,2,Yes,6.719063966,25.91438589
2018-07-02,2,Yes,2.987357251,8.712083269
2018-07-02,3,Yes,6.710901797,27.35824909
2018-07-02,3,Yes,7.788818991,30.4478072
2018-07-02,3,Yes,9.207034481,37.9880679
2018-07-02,4,Yes,5.147850772,21.27469279
2018-07-02,4,Yes,8.854398854,35.04062657
2018-07-02,4,Yes,7.653516175,31.18600626
2018-07-02,6,Yes,5.217384545,21.28192517
2018-07-02,6,Yes,8.914399908,35.76636428
2018-07-02,6,Yes,8.151622377,33.69113993
2018-07-02,7,Yes,5.078717676,21.98699894
2018-07-02,7,Yes,7.480483033,29.69623955
2018-07-02,7,Yes,6.270067635,26.56012458
2018-07-02,10,Yes,5.246784056,20.56548623
2018-07-02,10,Yes,7.629483975,29.71173751
2018-07-02,10,Yes,9.057232184,36.53349287
2018-07-02,11,Yes,5.378312387,20.60622376
2018-07-02,11,Yes,7.761012306,29.75247504
2018-07-02,11,Yes,7.864912352,31.9545479
2018-07-02,13,Yes,4.911208405,20.26280529
2018-07-02,13,Yes,9.055861635,35.80813501
2018-07-02,13,Yes,6.540663512,26.61532687
2018-07-02,13,Yes,1.961344659,3.698716355
2018-07-02,14,Yes,4.071936836,15.96130169
2018-07-02,14,Yes,6.454636754,25.10755297
2018-07-02,14,Yes,6.577602239,25.87261516
2018-07-02,16,Yes,4.689478154,18.77369192
2018-07-02,16,Yes,6.195967777,24.36115131
2018-07-02,16,Yes,8.909433273,38.67661051
2018-07-02,17,Yes,5.819144217,17.44076068
2018-07-02,17,Yes,4.35293858,14.64736691
2018-07-02,17,Yes,4.824254864,17.8104697
2018-07-01,7,Yes,6.222003235,23.61158707
2018-07-01,17,Yes,8.994668431,37.21370693
2018-06-30,8,Yes,5.889625323,22.91735109
2018-06-30,8,Yes,4.452344394,16.81410106
2018-06-30,14,Yes,9.185597975,21.74878281
2018-06-30,14,Yes,12.87308062,36.95172725
2018-06-30,14,Yes,10.36741522,27.04041378
2018-06-30,17,Yes,10.11119581,35.94495988
2018-06-30,17,Yes,4.877285898,17.84876099
2018-06-30,17,Yes,4.867753179,18.56726632
2018-06-29,1,Yes,7.777762194,26.08433606
2018-06-29,1,Yes,8.408041521,28.11300356
2018-06-29,2,Yes,3.796205678,14.42807771
2018-06-29,2,Yes,4.705300559,20.5249167
2018-06-29,2,Yes,4.042136647,15.9582021
2018-06-29,2,Yes,3.692305631,12.22600484
2018-06-29,3,Yes,9.182279557,32.87089974
2018-06-29,3,Yes,7.673983167,27.10362394
2018-06-29,3,Yes,10.3640968,38.16253071
2018-06-29,4,Yes,6.93215344,23.96772083
2018-06-29,4,Yes,7.571965486,25.27788299
2018-06-29,4,Yes,7.685398252,26.76145052
2018-06-29,5,Yes,8.443700414,26.87309881
2018-06-29,5,Yes,8.240186749,27.16251619
2018-06-29,5,Yes,8.330267648,25.38953128
2018-06-29,6,Yes,6.115142844,19.69558959
2018-06-29,6,Yes,10.21213248,38.83344599
2018-06-29,6,Yes,7.725532513,27.48512184
2018-06-29,7,Yes,6.493647615,21.46878635
2018-06-29,7,Yes,7.542966652,26.71386046
2018-06-29,7,Yes,7.675464856,26.76041733
2018-06-29,10,Yes,6.652181277,20.76577898
2018-06-29,10,Yes,5.091934864,13.89746675
2018-06-29,10,Yes,5.124819449,16.43551385
2018-06-29,10,Yes,5.205367629,15.38103428
2018-06-29,11,Yes,7.709029775,27.51618075
2018-06-29,11,Yes,6.158316081,19.92936318
2018-06-29,11,Yes,5.743562798,21.40651968
2018-06-29,14,Yes,6.652181277,20.76577898
2018-06-29,14,Yes,7.711033033,25.29234775
2018-06-29,14,Yes,6.519683073,20.71922211
2018-06-29,16,Yes,6.682382142,21.4884171
2018-06-29,16,Yes,10.35079935,38.12837222
2018-06-29,16,Yes,7.007054525,21.78424551
2018-06-29,17,Yes,6.541633385,26.6211462
2018-06-29,17,Yes,3.676604247,13.69614081
2018-06-29,17,Yes,4.585699128,19.7929798
2018-06-29,17,Yes,3.351931864,13.4003124
2018-06-28,1,Yes,3.681570881,10.78589458
2018-06-28,1,Yes,9.042732704,34.34071878
2018-06-28,1,Yes,6.5370673,24.42940531
2018-06-28,2,Yes,8.874666323,35.76223149
2018-06-28,2,Yes,5.483257904,23.01063147
2018-06-28,2,Yes,6.142135389,22.88378296
2018-06-28,3,Yes,8.964467565,36.4910688
2018-06-28,3,Yes,9.08743305,37.256131
2018-06-28,4,Yes,5.005819721,16.12511561
2018-06-28,4,Yes,9.043133381,35.06025731
2018-06-28,4,Yes,9.147033427,37.26233018
2018-06-28,6,Yes,3.652572047,12.22187205
2018-06-28,6,Yes,9.013733869,35.77669626
2018-06-28,6,Yes,6.508068466,25.86538278
2018-06-28,7,Yes,7.728817937,29.72206948
2018-06-28,7,Yes,6.518402539,26.58595451
2018-06-28,10,Yes,4.809233686,11.67679633
2018-06-28,10,Yes,10.16086279,35.95012587
2018-06-28,10,Yes,5.912309513,18.20272328
2018-06-28,11,Yes,3.612838462,12.21773926
2018-06-28,11,Yes,7.66921756,29.7158703
2018-06-28,11,Yes,6.468334881,25.86124999
2018-06-28,13,Yes,3.691504277,10.78692777
2018-06-28,13,Yes,9.024067942,36.49726799
2018-06-28,13,Yes,6.518402539,26.58595451
2018-06-28,14,Yes,4.828699802,10.95932419
2018-06-28,14,Yes,10.17079619,35.95115907
2018-06-28,14,Yes,10.28422895,37.4347266
2018-06-28,16,Yes,6.53185409,18.79128052
2018-06-28,16,Yes,9.264385024,31.66972905
2018-06-28,16,Yes,6.320614473,19.97901964
2018-06-28,17,Yes,3.832966005,10.8286985
2018-06-28,17,Yes,10.92748298,42.93811716
2018-06-28,17,Yes,5.793186689,22.35042802
2018-06-27,13,Yes,3.691504277,10.78692777
2018-06-27,16,Yes,7.686199478,22.37900193
2018-06-26,1,Yes,10.35079935,38.12837222
2018-06-26,2,Yes,5.032735164,14.6108061
2018-06-26,2,Yes,9.446671229,34.94281265
2018-06-26,2,Yes,4.928835117,12.40873323
2018-06-26,3,Yes,4.873400148,13.87473641
2018-06-26,3,Yes,6.220600177,21.75097135
2018-06-26,4,Yes,7.772636795,28.8962396
2018-06-26,4,Yes,6.486919508,21.40253576
2018-06-26,6,Yes,10.20259976,39.55195132
2018-06-26,6,Yes,7.602567029,26.72005965
2018-06-26,7,Yes,10.53901218,34.20710368
2018-06-26,7,Yes,7.853184975,27.84176003
2018-06-26,10,Yes,5.429670333,13.93259546
2018-06-26,10,Yes,8.081653087,27.86552356
2018-06-26,10,Yes,6.767337643,22.52733573
2018-06-26,11,Yes,6.446384569,19.9593259
2018-06-26,11,Yes,7.850780913,23.52452883
2018-06-26,11,Yes,5.132069125,14.62113807
2018-06-26,11,Yes,6.917374302,24.27676895
2018-06-26,13,Yes,7.551698017,24.55627806
2018-06-26,13,Yes,6.756035901,19.9430066
2018-06-26,13,Yes,4.927353556,18.57346551
2018-06-26,14,Yes,7.901370268,28.19013263
2018-06-26,14,Yes,6.587054824,22.8519448
2018-06-26,16,Yes,7.881904152,28.90760477
2018-06-26,16,Yes,7.891436872,28.18909943
2018-06-25,1,Yes,4.141470609,15.96853407
2018-06-25,1,Yes,7.409913543,27.9550719
2018-06-25,1,Yes,8.409089323,32.27892599
2018-06-25,2,Yes,6.493969662,24.39214722
2018-06-25,2,Yes,4.111269743,15.24589595
2018-06-25,2,Yes,5.283554264,21.25603226
2018-06-25,2,Yes,3.164043986,12.0230783
2018-06-25,2,Yes,4.628116304,15.79099591
2018-06-25,3,Yes,6.621901908,28.06848885
2018-06-25,3,Yes,7.709351821,30.43954162
2018-06-25,3,Yes,9.127567312,37.97980232
2018-06-25,4,Yes,6.961953629,23.97082042
2018-06-25,4,Yes,7.611298394,24.56247725
2018-06-25,4,Yes,10.78193448,39.22032173
2018-06-25,5,Yes,7.887029552,26.09570123
2018-06-25,5,Yes,7.641098582,24.56557684
2018-06-25,5,Yes,13.0022604,48.12040104
2018-06-25,6,Yes,4.750681239,21.65804524
2018-06-25,6,Yes,6.295301739,24.37148328
2018-06-25,6,Yes,9.008767235,38.68694249
2018-06-25,6,Yes,2.098698486,7.725117126
2018-06-25,7,Yes,6.404647727,22.17902611
2018-06-25,7,Yes,7.49209764,24.55007888
2018-06-25,7,Yes,10.21509586,38.14703275
2018-06-25,10,Yes,7.947431283,27.54097748
2018-06-25,10,Yes,10.33966392,35.96872342
2018-06-25,10,Yes,10.46262941,36.73378562
2018-06-25,11,Yes,7.709029775,27.51618075
2018-06-25,11,Yes,10.11079513,35.22542135
2018-06-25,11,Yes,8.433676429,32.46542645
2018-06-25,11,Yes,5.028448864,15.73876864
2018-06-25,13,Yes,5.257518806,22.0055965
2018-06-25,13,Yes,8.973599607,35.05302493
2018-06-25,13,Yes,8.191756639,34.41481125
2018-06-25,13,Yes,3.621970504,10.77969539
2018-06-25,13,Yes,2.129300028,9.167293784
2018-06-25,14,Yes,6.583849535,22.91716219
2018-06-25,14,Yes,10.30946305,35.2460853
2018-06-25,14,Yes,10.40383038,38.1666635
2018-06-25,15,Yes,11.94606949,36.9208573
2018-06-25,15,Yes,11.70013852,35.39073291
2018-06-25,15,Yes,11.80403856,37.59280578
2018-06-25,16,Yes,6.563982743,22.9150958
2018-06-25,16,Yes,10.27053082,36.68102957
2018-06-25,16,Yes,12.12685146,46.00068622
2018-06-25,17,Yes,5.568883985,23.79886684
2018-06-25,17,Yes,7.970649342,31.50810745
2018-06-25,17,Yes,8.941226965,37.98747754
2018-06-22,1,Yes,8.284365398,26.13702912
2018-06-22,1,Yes,10.64799988,36.72029107
2018-06-22,1,Yes,6.418512041,17.53587781
2018-06-22,2,Yes,6.821850366,22.22242039
2018-06-22,2,Yes,4.394926376,11.07681094
2018-06-22,2,Yes,7.923119425,28.56853094
2018-06-22,2,Yes,9.756088198,34.63163515
2018-06-22,3,Yes,6.492367081,27.33551875
2018-06-22,3,Yes,3.660222528,16.94856046
2018-06-22,3,Yes,8.988499765,37.96533756
2018-06-22,4,Yes,7.021554006,23.9770196
2018-06-22,4,Yes,8.937550619,33.49939094
2018-06-22,4,Yes,9.536752128,33.16982774
2018-06-22,6,Yes,5.398980534,22.04736722
2018-06-22,6,Yes,6.44829957,27.29244133
2018-06-22,6,Yes,9.199895943,38.7338792
2018-06-22,7,Yes,6.840915804,20.78540972
2018-06-22,7,Yes,10.49026757,38.86237551
2018-06-22,7,Yes,8.013200325,26.79554603
2018-06-22,8,Yes,8.145698529,26.84210289
2018-06-22,8,Yes,10.55699661,33.83283816
2018-06-22,8,Yes,10.63229849,38.19042704
2018-06-22,10,Yes,6.43196535,25.8902425
2018-06-22,10,Yes,6.138370785,27.95264479
2018-06-22,10,Yes,6.299467146,25.84368564
2018-06-22,11,Yes,8.086498829,27.55544224
2018-06-22,11,Yes,5.221469691,14.63043685
2018-06-22,11,Yes,7.863919725,29.28187029
2018-06-22,11,Yes,6.6492179,21.45219221
2018-06-22,13,Yes,6.543314596,21.47395234
2018-06-22,13,Yes,4.992600902,13.88713478
2018-06-22,13,Yes,4.996887329,18.58069789
2018-06-22,13,Yes,5.106033668,15.37070231
2018-06-22,13,Yes,7.526864463,21.64293224
2018-06-22,14,Yes,7.030451685,22.24411754
2018-06-22,14,Yes,8.089303441,26.77068631
2018-06-22,14,Yes,6.897953481,22.19756068
2018-06-22,15,Yes,12.14513809,37.66105978
2018-06-22,15,Yes,11.8896744,36.84944073
2018-06-22,15,Yes,5.360514483,11.97804332
2018-06-22,15,Yes,12.0221726,36.89599759
2018-06-22,16,Yes,7.319155214,23.28847699
2018-06-22,16,Yes,7.920836383,27.47266049
2018-06-22,16,Yes,9.367650031,32.85740519
2018-06-21,1,Yes,5.027367725,10.97998814
2018-06-21,1,Yes,10.38852955,34.53481234
2018-06-21,1,Yes,8.749541721,28.90079609
2018-06-21,2,Yes,9.314853359,33.11397211
2018-06-21,2,Yes,6.582322425,20.23552357
2018-06-21,2,Yes,7.675865533,27.47995586
2018-06-21,3,Yes,3.674432343,11.53170588
2018-06-21,3,Yes,9.129961492,38.00710829
2018-06-21,4,Yes,4.896953041,16.83328897
2018-06-21,4,Yes,7.610418537,31.14874818
2018-06-21,4,Yes,7.733384021,31.91381038
2018-06-21,7,Yes,10.22999589,35.23781972
2018-06-21,7,Yes,10.32436321,38.15839792
2018-06-21,8,Yes,10.17079619,35.95115907
2018-06-21,8,Yes,10.28422895,37.4347266
2018-06-21,10,Yes,8.877060504,35.78953746
2018-06-21,10,Yes,9.876236284,40.11339155
2018-06-21,11,Yes,4.839835229,13.11897299
2018-06-21,11,Yes,9.324786755,33.1150053
2018-06-21,11,Yes,10.3048971,38.87587006
2018-06-21,13,Yes,5.095220287,16.13441438
2018-06-21,13,Yes,9.113468508,36.50656676
2018-06-21,13,Yes,7.4840134,30.15404518
2018-06-21,14,Yes,5.126701687,10.99032011
2018-06-21,14,Yes,10.45926535,36.70066032
2018-06-21,14,Yes,9.258382673,32.84604002
2018-06-21,15,Yes,5.961507641,11.79664721
2018-06-21,15,Yes,11.31313674,36.06997675
2018-06-21,15,Yes,8.807471341,26.15866328
2018-06-21,16,Yes,7.556664651,21.64603183
2018-06-21,16,Yes,7.641499259,25.28511537
2018-06-21,16,Yes,9.069247469,32.10687074
2018-06-20,13,Yes,3.892889129,7.394333119
2018-06-20,16,Yes,3.751104654,10.79312696
2018-06-19,1,Yes,9.104737143,38.66414916
2018-06-19,1,Yes,6.504704412,25.83225749
2018-06-19,2,Yes,7.90365331,29.28600308
2018-06-19,2,Yes,6.575518719,19.97275747
2018-06-19,2,Yes,7.932251467,27.13048707
2018-06-19,3,Yes,6.309120885,28.34654106
2018-06-19,3,Yes,3.680489997,17.67016539
2018-06-19,3,Yes,3.770570897,15.89718048
2018-06-19,7,Yes,8.918084504,34.21686308
2018-06-19,7,Yes,7.622834498,27.44166458
2018-06-19,8,Yes,10.2987283,33.80597503
2018-06-19,8,Yes,7.603368383,28.15913671
2018-06-19,8,Yes,6.232816488,17.02634933
2018-06-19,11,Yes,5.131668448,13.90159954
2018-06-19,11,Yes,7.764585764,29.27153832
2018-06-19,11,Yes,5.122135729,14.62010487
2018-06-19,11,Yes,7.783651202,27.83452765
2018-06-19,13,Yes,7.700698959,24.57177602
2018-06-19,13,Yes,7.78124714,23.51729645
2018-06-19,13,Yes,5.085887218,17.87045813
2018-06-19,13,Yes,4.977700744,10.97482215
2018-06-19,14,Yes,5.254754953,17.88802248
2018-06-19,14,Yes,5.212337649,16.06848071
2018-06-19,14,Yes,6.536185812,20.68816321
2018-06-19,15,Yes,5.937354549,12.92254336
2018-06-19,15,Yes,4.494827328,12.23136178
2018-06-19,15,Yes,5.870625515,17.95208071
2018-06-19,16,Yes,8.230208058,29.95816341
2018-06-19,16,Yes,7.801635629,27.46026213
2018-06-19,16,Yes,5.11676829,10.98928691
2018-06-18,1,Yes,5.846217724,22.3887193
2018-06-18,1,Yes,4.733609178,16.58129768
2018-06-18,1,Yes,9.218560704,36.57733
2018-06-18,2,Yes,10.140996,35.94805948
2018-06-18,2,Yes,6.434447915,22.1821257
2018-06-18,2,Yes,7.616265156,27.47375667
2018-06-18,2,Yes,3.903623879,8.834443382
2018-06-18,4,Yes,7.041420798,23.979086
2018-06-18,4,Yes,7.690765563,24.57074283
2018-06-18,4,Yes,10.41376378,38.1676967
2018-06-18,5,Yes,6.631679445,19.74931585
2018-06-18,5,Yes,10.77633267,35.29464557
2018-06-18,5,Yes,10.88023272,37.49671843
2018-06-18,5,Yes,5.424703571,11.02131603
2018-06-18,7,Yes,5.287318995,22.00869609
2018-06-18,7,Yes,6.374768908,24.37974886
2018-06-18,7,Yes,9.973977419,41.53549462
2018-06-18,8,Yes,5.277786276,22.72720142
2018-06-18,8,Yes,9.003399796,35.05612453
2018-06-18,8,Yes,9.088234404,38.69520806
2018-06-18,11,Yes,7.709430452,28.23571928
2018-06-18,11,Yes,8.806413084,29.88826671
2018-06-18,11,Yes,10.19603042,39.58404342
2018-06-18,13,Yes,5.367186841,22.7365002
2018-06-18,13,Yes,9.092800361,35.0654233
2018-06-18,13,Yes,9.196700408,37.26749617
2018-06-18,13,Yes,3.741171258,10.79209376
