,Date,PlayerID,SessionType,Duration,RPE,SessionLoad,DailyLoad,AcuteLoad,AcuteChronicRatio
102,2017-08-07,9,Strength,75.0,5.0,375.0,705.0,290.0,3.33
103,2017-08-07,10,Skills,60.0,3.0,180.0,1120.0,453.6,3.33
104,2017-08-07,10,Speed,60.0,4.0,240.0,1120.0,453.6,3.33
105,2017-08-07,10,Strength,100.0,7.0,700.0,1120.0,453.6,3.33
106,2017-08-07,11,Mobility/Recovery,45.0,2.0,90.0,970.0,147.1,2.69
107,2017-08-07,11,Skills,60.0,3.0,180.0,970.0,147.1,2.69
108,2017-08-07,11,Speed,60.0,7.0,420.0,970.0,147.1,2.69
109,2017-08-07,11,Strength,70.0,4.0,280.0,970.0,147.1,2.69
110,2017-08-07,12,Skills,60.0,3.0,180.0,720.0,184.3,3.29
111,2017-08-07,12,Speed,60.0,3.0,180.0,720.0,184.3,3.29
112,2017-08-07,12,Strength,90.0,4.0,360.0,720.0,184.3,3.29
113,2017-08-07,13,Mobility/Recovery,30.0,0.0,0.0,1230.0,557.1,3.29
114,2017-08-07,13,Skills,60.0,5.0,300.0,1230.0,557.1,3.29
115,2017-08-07,13,Speed,60.0,5.0,300.0,1230.0,557.1,3.29
116,2017-08-07,13,Strength,90.0,7.0,630.0,1230.0,557.1,3.29
117,2017-08-07,14,Skills,90.0,3.0,270.0,1050.0,462.9,4.0
118,2017-08-07,14,Speed,60.0,4.0,240.0,1050.0,462.9,4.0
119,2017-08-07,14,Strength,90.0,6.0,540.0,1050.0,462.9,4.0
120,2017-08-07,15,Skills,90.0,2.0,180.0,1090.0,284.3,3.48
121,2017-08-07,15,Speed,90.0,4.0,360.0,1090.0,284.3,3.48
122,2017-08-07,15,Strength,110.0,5.0,550.0,1090.0,284.3,3.48
123,2017-08-07,17,Skills,60.0,2.0,120.0,295.0,42.1,3.99
124,2017-08-07,17,Speed,35.0,3.0,105.0,295.0,42.1,3.99
125,2017-08-07,17,Strength,35.0,2.0,70.0,295.0,42.1,3.99
126,2017-08-08,3,Conditioning,60.0,6.0,360.0,1200.0,604.3,3.33
127,2017-08-08,3,Strength,120.0,7.0,840.0,1200.0,604.3,3.33
128,2017-08-08,4,Conditioning,60.0,5.0,300.0,1140.0,469.3,3.79
129,2017-08-08,4,Strength,120.0,7.0,840.0,1140.0,469.3,3.79
130,2017-08-08,5,Strength,60.0,5.0,300.0,300.0,227.1,3.31
131,2017-08-08,7,Conditioning,60.0,7.0,420.0,1380.0,347.1,4.0
132,2017-08-08,7,Strength,120.0,8.0,960.0,1380.0,347.1,4.0
133,2017-08-08,8,Conditioning,50.0,5.0,250.0,880.0,427.9,3.46
134,2017-08-08,8,Strength,90.0,7.0,630.0,880.0,427.9,3.46
135,2017-08-08,9,Conditioning,45.0,4.0,180.0,195.0,317.9,3.38
136,2017-08-08,9,Mobility/Recovery,30.0,0.0,15.0,195.0,317.9,3.38
137,2017-08-08,11,Mobility/Recovery,30.0,2.0,60.0,580.0,221.4,2.94
138,2017-08-08,11,Skills,35.0,2.0,70.0,580.0,221.4,2.94
139,2017-08-08,11,Strength,90.0,5.0,450.0,580.0,221.4,2.94
140,2017-08-08,12,Conditioning,55.0,4.0,220.0,700.0,267.1,3.29
141,2017-08-08,12,Strength,120.0,4.0,480.0,700.0,267.1,3.29
142,2017-08-08,13,Conditioning,60.0,7.0,420.0,960.0,660.0,3.24
143,2017-08-08,13,Mobility/Recovery,20.0,0.0,0.0,960.0,660.0,3.24
144,2017-08-08,13,Strength,90.0,6.0,540.0,960.0,660.0,3.24
145,2017-08-08,14,Conditioning,60.0,6.0,360.0,1080.0,600.0,3.89
146,2017-08-08,14,Strength,120.0,6.0,720.0,1080.0,600.0,3.89
147,2017-08-08,15,Conditioning,55.0,5.0,275.0,1075.0,412.1,3.43
148,2017-08-08,15,Strength,100.0,8.0,800.0,1075.0,412.1,3.43
149,2017-08-08,16,Mobility/Recovery,30.0,0.0,15.0,105.0,15.0,4.0
150,2017-08-08,16,Strength,90.0,1.0,90.0,105.0,15.0,4.0
151,2017-08-08,17,Conditioning,60.0,7.0,420.0,480.0,110.7,4.0
152,2017-08-08,17,Strength,30.0,2.0,60.0,480.0,110.7,4.0
153,2017-08-09,3,Mobility/Recovery,45.0,3.0,135.0,270.0,531.4,2.78
154,2017-08-09,7,Mobility/Recovery,60.0,1.0,60.0,60.0,355.7,4.0
155,2017-08-09,8,Mobility/Recovery,60.0,1.0,60.0,60.0,367.9,2.93
156,2017-08-09,9,Conditioning,20.0,4.0,80.0,500.0,303.6,2.72
157,2017-08-09,9,Mobility/Recovery,20.0,0.0,0.0,500.0,303.6,2.72
158,2017-08-09,9,Strength,60.0,7.0,420.0,500.0,303.6,2.72
159,2017-08-09,10,Mobility/Recovery,60.0,0.0,30.0,30.0,329.3,2.4
160,2017-08-09,11,Mobility/Recovery,67.5,2.5,165.0,330.0,268.6,3.08
161,2017-08-09,12,Mobility/Recovery,45.0,1.0,45.0,45.0,209.3,2.53
162,2017-08-09,13,Mobility/Recovery,45.0,0.0,0.0,0.0,499.3,2.45
163,2017-08-09,14,Mobility/Recovery,60.0,1.0,60.0,60.0,495.0,3.16
164,2017-08-09,15,Mobility/Recovery,50.0,1.0,50.0,50.0,316.4,2.59
165,2017-08-09,16,Mobility/Recovery,45.0,1.0,45.0,165.0,38.6,4.0
166,2017-08-09,16,Strength,60.0,2.0,120.0,165.0,38.6,4.0
167,2017-08-09,17,Mobility/Recovery,60.0,3.0,180.0,180.0,136.4,4.0
168,2017-08-10,3,Skills,90.0,4.0,360.0,760.0,477.1,2.18
169,2017-08-10,3,Speed,25.0,4.0,100.0,760.0,477.1,2.18
170,2017-08-10,3,Strength,75.0,4.0,300.0,760.0,477.1,2.18
171,2017-08-10,4,Skills,90.0,4.0,360.0,810.0,437.1,2.86
172,2017-08-10,4,Strength,90.0,5.0,450.0,810.0,437.1,2.86
173,2017-08-10,5,Conditioning,30.0,7.0,210.0,570.0,192.9,2.17
174,2017-08-10,5,Strength,60.0,6.0,360.0,570.0,192.9,2.17
175,2017-08-10,7,Skills,90.0,4.0,360.0,850.0,477.1,4.0
176,2017-08-10,7,Strength,70.0,7.0,490.0,850.0,477.1,4.0
177,2017-08-10,8,Skills,75.0,4.0,300.0,660.0,365.7,2.45
178,2017-08-10,8,Strength,90.0,4.0,360.0,660.0,365.7,2.45
179,2017-08-10,10,Skills,45.0,1.0,45.0,225.0,196.4,1.35
180,2017-08-10,10,Strength,60.0,3.0,180.0,225.0,196.4,1.35
181,2017-08-10,11,Conditioning,60.0,5.0,300.0,755.0,376.4,3.3
182,2017-08-10,11,Mobility/Recovery,45.0,1.0,45.0,755.0,376.4,3.3
183,2017-08-10,11,Skills,45.0,2.0,90.0,755.0,376.4,3.3
184,2017-08-10,11,Strength,80.0,4.0,320.0,755.0,376.4,3.3
185,2017-08-10,12,Skills,75.0,4.0,300.0,600.0,295.0,2.83
186,2017-08-10,12,Strength,75.0,4.0,300.0,600.0,295.0,2.83
187,2017-08-10,13,Mobility/Recovery,20.0,0.0,0.0,780.0,426.4,1.84
188,2017-08-10,13,Skills,70.0,6.0,420.0,780.0,426.4,1.84
189,2017-08-10,13,Strength,60.0,6.0,360.0,780.0,426.4,1.84
190,2017-08-10,14,Skills,90.0,5.0,450.0,710.0,414.3,2.28
191,2017-08-10,14,Speed,20.0,3.0,60.0,710.0,414.3,2.28
192,2017-08-10,14,Strength,40.0,5.0,200.0,710.0,414.3,2.28
193,2017-08-10,15,Skills,90.0,6.0,540.0,1010.0,460.7,2.92
194,2017-08-10,15,Speed,30.0,5.0,150.0,1010.0,460.7,2.92
195,2017-08-10,15,Strength,40.0,8.0,320.0,1010.0,460.7,2.92
196,2017-08-10,17,Skills,60.0,5.0,300.0,540.0,213.6,4.0
197,2017-08-10,17,Strength,60.0,4.0,240.0,540.0,213.6,4.0
198,2017-08-11,4,Conditioning,60.0,5.0,300.0,990.0,578.6,3.08
199,2017-08-11,4,Speed,60.0,4.0,240.0,990.0,578.6,3.08
200,2017-08-11,4,Strength,90.0,5.0,450.0,990.0,578.6,3.08
201,2017-08-11,5,Speed,30.0,4.0,120.0,420.0,252.9,2.43
202,2017-08-11,5,Strength,60.0,5.0,300.0,420.0,252.9,2.43
203,2017-08-11,7,Conditioning,60.0,6.0,360.0,1190.0,647.1,4.0
204,2017-08-11,7,Speed,50.0,4.0,200.0,1190.0,647.1,4.0
205,2017-08-11,7,Strength,90.0,7.0,630.0,1190.0,647.1,4.0
206,2017-08-11,8,Conditioning,50.0,7.0,350.0,1180.0,534.3,2.79
207,2017-08-11,8,Speed,50.0,4.0,200.0,1180.0,534.3,2.79
208,2017-08-11,8,Strength,90.0,7.0,630.0,1180.0,534.3,2.79
209,2017-08-11,9,Conditioning,30.0,5.0,150.0,690.0,298.6,2.19
210,2017-08-11,9,Strength,90.0,6.0,540.0,690.0,298.6,2.19
211,2017-08-11,10,Conditioning,40.0,3.0,120.0,570.0,277.9,1.68
212,2017-08-11,10,Strength,90.0,5.0,450.0,570.0,277.9,1.68
213,2017-08-11,11,Mobility/Recovery,60.0,2.0,120.0,900.0,505.0,3.45
214,2017-08-11,11,Skills,30.0,2.0,60.0,900.0,505.0,3.45
215,2017-08-11,11,Speed,45.0,6.0,270.0,900.0,505.0,3.45
216,2017-08-11,11,Strength,90.0,5.0,450.0,900.0,505.0,3.45
217,2017-08-11,12,Skills,60.0,5.0,300.0,900.0,423.6,3.11
218,2017-08-11,12,Speed,45.0,4.0,180.0,900.0,423.6,3.11
219,2017-08-11,12,Strength,105.0,4.0,420.0,900.0,423.6,3.11
220,2017-08-11,13,Conditioning,60.0,8.0,480.0,1470.0,634.3,2.23
221,2017-08-11,13,Mobility/Recovery,15.0,0.0,0.0,1470.0,634.3,2.23
222,2017-08-11,13,Speed,60.0,6.0,360.0,1470.0,634.3,2.23
223,2017-08-11,13,Strength,90.0,7.0,630.0,1470.0,634.3,2.23
224,2017-08-11,14,Conditioning,60.0,7.0,420.0,1185.0,583.6,2.6
225,2017-08-11,14,Speed,45.0,5.0,225.0,1185.0,583.6,2.6
226,2017-08-11,14,Strength,90.0,6.0,540.0,1185.0,583.6,2.6
227,2017-08-11,16,Mobility/Recovery,30.0,0.0,15.0,135.0,57.9,4.0
228,2017-08-11,16,Strength,60.0,2.0,120.0,135.0,57.9,4.0
229,2017-08-12,3,Conditioning,45.0,5.0,225.0,,655.0,2.49
230,2017-08-12,3,Speed,60.0,5.0,300.0,,655.0,2.49
231,2017-08-12,3,Strength,120.0,6.0,720.0,,655.0,2.49
232,2017-08-13,8,Mobility/Recovery,60.0,2.0,120.0,120.0,414.3,2.12
233,2017-08-13,13,Mobility/Recovery,40.0,0.0,0.0,0.0,458.6,1.62
234,2017-08-14,1,Speed,60.0,4.0,240.0,690.0,98.6,1.42
235,2017-08-14,1,Strength,90.0,5.0,450.0,690.0,98.6,1.42
236,2017-08-14,3,Skills,60.0,3.0,180.0,1020.0,470.7,1.57
237,2017-08-14,3,Speed,60.0,5.0,300.0,1020.0,470.7,1.57
238,2017-08-14,3,Strength,90.0,6.0,540.0,1020.0,470.7,1.57
239,2017-08-14,4,Skills,60.0,2.0,120.0,770.0,367.1,1.7
240,2017-08-14,4,Speed,50.0,4.0,200.0,770.0,367.1,1.7
241,2017-08-14,4,Strength,90.0,5.0,450.0,770.0,367.1,1.7
242,2017-08-14,5,Speed,30.0,4.0,120.0,420.0,201.4,1.69
243,2017-08-14,5,Strength,60.0,5.0,300.0,420.0,201.4,1.69
244,2017-08-14,7,Skills,75.0,3.0,225.0,1155.0,465.0,2.29
245,2017-08-14,7,Speed,60.0,5.0,300.0,1155.0,465.0,2.29
246,2017-08-14,7,Strength,90.0,7.0,630.0,1155.0,465.0,2.29
247,2017-08-14,8,Skills,70.0,2.0,140.0,1010.0,432.9,1.87
248,2017-08-14,8,Speed,60.0,4.0,240.0,1010.0,432.9,1.87
249,2017-08-14,8,Strength,90.0,7.0,630.0,1010.0,432.9,1.87
250,2017-08-14,9,Conditioning,30.0,5.0,150.0,790.0,282.9,1.72
251,2017-08-14,9,Mobility/Recovery,20.0,0.0,10.0,790.0,282.9,1.72
252,2017-08-14,9,Strength,90.0,7.0,630.0,790.0,282.9,1.72
253,2017-08-14,10,Conditioning,90.0,5.0,450.0,450.0,182.1,1.0
254,2017-08-14,11,Mobility/Recovery,60.0,2.0,120.0,1050.0,433.6,2.36
255,2017-08-14,11,Skills,60.0,2.0,120.0,1050.0,433.6,2.36
256,2017-08-14,11,Speed,60.0,3.0,180.0,1050.0,433.6,2.36
257,2017-08-14,11,Strength,90.0,7.0,630.0,1050.0,433.6,2.36
258,2017-08-14,12,Skills,60.0,3.0,180.0,780.0,332.1,2.02
259,2017-08-14,12,Speed,50.0,3.0,150.0,780.0,332.1,2.02
260,2017-08-14,12,Strength,90.0,5.0,450.0,780.0,332.1,2.02
261,2017-08-14,13,Mobility/Recovery,20.0,0.0,0.0,1260.0,501.4,1.52
262,2017-08-14,13,Skills,90.0,3.0,270.0,1260.0,501.4,1.52
263,2017-08-14,13,Speed,60.0,6.0,360.0,1260.0,501.4,1.52
264,2017-08-14,13,Strength,90.0,7.0,630.0,1260.0,501.4,1.52
265,2017-08-14,14,Skills,90.0,2.0,180.0,830.0,397.9,1.57
266,2017-08-14,14,Speed,50.0,4.0,200.0,830.0,397.9,1.57
267,2017-08-14,14,Strength,90.0,5.0,450.0,830.0,397.9,1.57
268,2017-08-14,15,Skills,70.0,2.0,140.0,770.0,261.4,1.41
269,2017-08-14,15,Speed,90.0,3.0,270.0,770.0,261.4,1.41
270,2017-08-14,15,Strength,90.0,4.0,360.0,770.0,261.4,1.41
271,2017-08-14,17,Skills,20.0,1.0,20.0,315.0,147.9,2.29
272,2017-08-14,17,Speed,15.0,3.0,45.0,315.0,147.9,2.29
273,2017-08-14,17,Strength,50.0,5.0,250.0,315.0,147.9,2.29
274,2017-08-15,3,Conditioning,60.0,6.0,360.0,1080.0,586.4,1.74
275,2017-08-15,3,Strength,90.0,8.0,720.0,1080.0,586.4,1.74
276,2017-08-15,4,Conditioning,60.0,6.0,360.0,1020.0,512.9,2.04
277,2017-08-15,4,Strength,110.0,6.0,660.0,1020.0,512.9,2.04
278,2017-08-15,5,Strength,60.0,5.0,300.0,300.0,244.3,1.88
279,2017-08-15,7,Conditioning,60.0,5.0,300.0,1035.0,604.3,2.52
280,2017-08-15,7,Strength,105.0,7.0,735.0,1035.0,604.3,2.52
281,2017-08-15,8,Conditioning,50.0,5.0,250.0,970.0,562.9,2.11
282,2017-08-15,8,Strength,90.0,8.0,720.0,970.0,562.9,2.11
283,2017-08-15,9,Mobility/Recovery,30.0,3.0,90.0,540.0,288.6,1.57
284,2017-08-15,9,Strength,90.0,5.0,450.0,540.0,288.6,1.57
285,2017-08-15,10,Conditioning,30.0,3.0,90.0,690.0,276.4,1.34
286,2017-08-15,10,Strength,100.0,6.0,600.0,690.0,276.4,1.34
287,2017-08-15,11,Mobility/Recovery,35.0,2.0,70.0,700.0,486.4,2.33
288,2017-08-15,11,Skills,45.0,2.0,90.0,700.0,486.4,2.33
289,2017-08-15,11,Strength,90.0,6.0,540.0,700.0,486.4,2.33
290,2017-08-15,12,Conditioning,60.0,4.0,240.0,600.0,411.4,2.22
291,2017-08-15,12,Strength,90.0,4.0,360.0,600.0,411.4,2.22
292,2017-08-15,13,Conditioning,60.0,9.0,540.0,1170.0,668.6,1.8
293,2017-08-15,13,Strength,90.0,7.0,630.0,1170.0,668.6,1.8
294,2017-08-15,14,Conditioning,60.0,7.0,420.0,1260.0,569.3,1.91
295,2017-08-15,14,Strength,120.0,7.0,840.0,1260.0,569.3,1.91
296,2017-08-15,16,Strength,60.0,2.0,120.0,120.0,36.4,1.94
297,2017-08-15,17,Conditioning,60.0,5.0,300.0,580.0,205.0,2.4
298,2017-08-15,17,Strength,70.0,4.0,280.0,580.0,205.0,2.4
299,2017-08-16,1,Mobility/Recovery,45.0,0.0,22.0,22.0,101.7,1.44
300,2017-08-16,2,Mobility/Recovery,40.0,1.0,40.0,40.0,5.7,3.99
301,2017-08-16,3,Mobility/Recovery,45.0,2.5,120.0,240.0,512.1,1.48
302,2017-08-16,4,Mobility/Recovery,60.0,0.0,30.0,30.0,401.4,1.59
303,2017-08-16,6,Mobility/Recovery,50.0,2.0,100.0,100.0,14.3,4.01
304,2017-08-16,7,Mobility/Recovery,60.0,1.0,60.0,60.0,491.4,2.03
305,2017-08-16,8,Mobility/Recovery,60.0,0.0,30.0,30.0,472.9,1.77
306,2017-08-16,9,Conditioning,20.0,3.0,60.0,310.0,332.9,1.71
307,2017-08-16,9,Mobility/Recovery,20.0,0.0,10.0,310.0,332.9,1.71
308,2017-08-16,9,Strength,60.0,4.0,240.0,310.0,332.9,1.71
309,2017-08-16,10,Mobility/Recovery,60.0,2.0,120.0,120.0,261.4,1.24
310,2017-08-16,11,Conditioning,45.0,3.0,135.0,405.0,436.4,1.96
311,2017-08-16,11,Mobility/Recovery,90.0,3.0,270.0,405.0,436.4,1.96
312,2017-08-16,12,Mobility/Recovery,60.0,1.0,60.0,60.0,334.3,1.78
313,2017-08-16,13,Mobility/Recovery,45.0,0.0,0.0,0.0,557.1,1.5
314,2017-08-16,14,Mobility/Recovery,45.0,0.0,22.0,22.0,471.0,1.57
315,2017-08-16,15,Mobility/Recovery,50.0,1.0,50.0,50.0,117.1,0.63
316,2017-08-16,17,Mobility/Recovery,60.0,0.0,30.0,30.0,132.1,1.53
317,2017-08-17,1,Skills,90.0,3.0,270.0,510.0,174.6,1.97
318,2017-08-17,1,Strength,60.0,4.0,240.0,510.0,174.6,1.97
319,2017-08-17,2,Skills,60.0,3.0,180.0,870.0,130.0,4.0
320,2017-08-17,2,Speed,20.0,3.0,60.0,870.0,130.0,4.0
321,2017-08-17,2,Strength,90.0,7.0,630.0,870.0,130.0,4.0
322,2017-08-17,3,Skills,90.0,5.0,450.0,870.0,636.4,1.69
323,2017-08-17,3,Speed,30.0,4.0,120.0,870.0,636.4,1.69
324,2017-08-17,3,Strength,60.0,5.0,300.0,870.0,636.4,1.69
325,2017-08-17,4,Skills,90.0,4.0,360.0,720.0,362.9,1.3
326,2017-08-17,4,Strength,90.0,4.0,360.0,720.0,362.9,1.3
327,2017-08-17,6,Skills,90.0,4.0,360.0,600.0,100.0,4.0
328,2017-08-17,6,Speed,20.0,4.0,80.0,600.0,100.0,4.0
329,2017-08-17,6,Strength,40.0,4.0,160.0,600.0,100.0,4.0
330,2017-08-17,7,Skills,75.0,3.0,225.0,525.0,396.4,1.52
331,2017-08-17,7,Strength,60.0,5.0,300.0,525.0,396.4,1.52
332,2017-08-17,8,Skills,60.0,4.0,240.0,600.0,390.0,1.35
333,2017-08-17,8,Strength,60.0,6.0,360.0,600.0,390.0,1.35
334,2017-08-17,9,Conditioning,40.0,5.0,200.0,200.0,262.9,1.3
335,2017-08-17,9,Mobility/Recovery,30.0,0.0,0.0,200.0,262.9,1.3
336,2017-08-17,10,Skills,45.0,3.0,135.0,315.0,225.0,1.01
337,2017-08-17,10,Strength,60.0,3.0,180.0,315.0,225.0,1.01
338,2017-08-17,11,Conditioning,60.0,5.0,300.0,990.0,449.3,1.74
339,2017-08-17,11,Skills,50.0,3.0,150.0,990.0,449.3,1.74
340,2017-08-17,11,Strength,90.0,6.0,540.0,990.0,449.3,1.74
341,2017-08-17,12,Skills,75.0,4.0,300.0,750.0,312.9,1.46
342,2017-08-17,12,Strength,90.0,5.0,450.0,750.0,312.9,1.46
