,Date,PlayerID,AccelImpulse
134,2018-05-12,7,5.964290485714285
135,2018-05-12,8,5.953708466666666
136,2018-05-12,10,5.972226999999999
137,2018-05-12,11,5.944449199999999
138,2018-05-12,12,5.938276355555555
139,2018-05-12,13,5.972226999999998
140,2018-05-12,15,5.936512685714285
141,2018-05-12,16,5.9583381
142,2018-05-13,1,5.967597366666666
143,2018-05-13,2,5.958338099999998
144,2018-05-13,4,5.967597366666666
145,2018-05-13,5,5.9563539714285705
146,2018-05-13,7,5.956353942857143
147,2018-05-13,8,5.944449133333333
148,2018-05-13,10,5.9305603
149,2018-05-13,11,5.960322228571428
150,2018-05-13,12,5.9375047499999996
151,2018-05-13,13,5.972226999999998
152,2018-05-13,15,5.948417457142857
153,2018-05-13,16,5.8842639
154,2018-06-08,1,5.962967733333333
155,2018-06-08,2,5.962967733333333
156,2018-06-08,3,5.956353971428571
157,2018-06-08,4,5.972226999999999
158,2018-06-08,5,5.961810324999999
159,2018-06-08,7,5.879634333333333
160,2018-06-08,8,5.9404809428571435
161,2018-06-08,11,5.9563539714285705
162,2018-06-08,13,5.924607914285714
163,2018-06-08,14,5.928576171428571
164,2018-06-08,15,5.8194491
165,2018-06-08,16,5.924607914285714
166,2018-06-09,1,5.9583381
167,2018-06-09,2,5.9166714
168,2018-06-09,3,5.9583381
169,2018-06-09,4,5.972226999999999
170,2018-06-09,5,5.9583381
171,2018-06-09,7,5.9611158799999995
172,2018-06-09,8,5.972226999999999
173,2018-06-09,11,5.9652825499999995
174,2018-06-09,13,5.9563539714285705
175,2018-06-09,14,5.861115799999999
176,2018-06-09,15,5.9305603
177,2018-06-09,16,5.93750475
178,2018-06-10,1,5.972226999999999
179,2018-06-10,2,5.9583381
180,2018-06-10,3,5.972226999999999
181,2018-06-10,4,5.972226999999999
182,2018-06-10,5,5.9583381
183,2018-06-10,7,5.9583381
184,2018-06-10,8,5.907412133333334
185,2018-06-10,11,5.972226999999999
186,2018-06-10,13,5.972226999999999
187,2018-06-10,15,5.916671399999999
188,2018-07-20,1,5.93889364
189,2018-07-20,2,5.9305603
190,2018-07-20,3,5.8611158
191,2018-07-20,4,5.9652825499999995
192,2018-07-20,5,5.95139365
193,2018-07-20,7,5.93333808
194,2018-07-20,10,5.927782519999999
195,2018-07-20,11,5.9652825499999995
196,2018-07-20,13,5.9611158799999995
197,2018-07-20,14,5.90556028
198,2018-07-20,15,5.8888936
199,2018-07-20,16,5.972226999999999
200,2018-07-21,1,5.972226999999999
201,2018-07-21,2,5.90972695
202,2018-07-21,3,5.972226999999999
203,2018-07-21,4,5.9583381
204,2018-07-21,5,5.7638935
205,2018-07-21,7,5.972226999999999
206,2018-07-21,10,5.9097269500000005
207,2018-07-21,11,5.972226999999999
208,2018-07-21,13,5.916671399999999
209,2018-07-21,14,5.895838049999999
210,2018-07-21,15,5.888893600000001
211,2018-07-21,16,5.82639355
