,Date,PlayerID,Training,FactorRatio,FactorRPE
42,2018-07-16,2,Yes,5.361885246530412,20.833798171275483
43,2018-07-16,2,Yes,2.1817164450501707,6.894459026182472
44,2018-07-16,3,Yes,3.7862625276831965,15.958644936797123
45,2018-07-16,3,Yes,6.168962446404224,25.1048962128165
46,2018-07-16,7,Yes,6.188428561713314,24.387424074499787
47,2018-07-16,7,Yes,2.9295183469948967,11.682380908974476
48,2018-07-16,10,Yes,3.1590221755727432,13.440079711344612
49,2018-07-16,10,Yes,5.970294523146273,25.084232267689995
50,2018-07-16,11,Yes,8.827393522885083,35.78437147310328
51,2018-07-16,13,Yes,3.208054116572733,12.43084896498095
52,2018-07-16,13,Yes,7.333641908142347,29.413189355585228
53,2018-07-16,13,Yes,2.87728853925079,7.261641033941166
54,2018-07-16,16,Yes,2.859984573854614,11.6751485281802
55,2018-07-16,16,Yes,6.118894788573031,24.38019169370551
56,2018-07-16,16,Yes,4.272106869381258,14.34202971172532
57,2018-07-14,2,Yes,3.6847664161413074,12.252277608311548
58,2018-07-12,2,Yes,4.01473063942984,15.982408473692605
59,2018-07-12,2,Yes,5.206080598790353,20.555534111702293
60,2018-07-12,2,Yes,6.406963277297059,24.41015441413894
61,2018-07-12,2,Yes,7.1602080886588775,27.203884107395666
62,2018-07-12,3,Yes,4.074331016407225,15.988607657230556
63,2018-07-12,3,Yes,5.265680975767738,20.561733295240245
64,2018-07-12,3,Yes,7.832829121442121,30.855577865633435
65,2018-07-12,4,Yes,3.7063946813633106,15.230840825917157
66,2018-07-12,4,Yes,6.079561880938146,25.09559743750957
67,2018-07-12,4,Yes,3.573896477581548,15.184283965240986
68,2018-07-12,7,Yes,5.379113741257116,22.04530082706249
69,2018-07-12,7,Yes,5.256148256621547,21.280238630813283
70,2018-07-12,7,Yes,7.771346379124336,30.47304676750883
71,2018-07-12,11,Yes,5.2495789141227425,21.3123307299009
72,2018-07-12,11,Yes,5.126613429487173,20.547268533651692
73,2018-07-12,11,Yes,7.63227883284377,30.458582005920277
74,2018-07-12,13,Yes,4.70021290450029,20.213802183193174
75,2018-07-12,13,Yes,4.577247419864721,19.448739986943966
76,2018-07-12,13,Yes,6.206702527223929,25.801261569706618
77,2018-07-12,13,Yes,3.620488943257162,16.944427670459508
78,2018-07-12,13,Yes,6.1314006383193185,21.443672695592216
79,2018-07-12,14,Yes,3.8851958122954664,15.249438376531012
80,2018-07-12,14,Yes,5.067013052509788,20.54106935011374
81,2018-07-12,14,Yes,6.258363011870301,25.114194988123426
82,2018-07-12,16,Yes,3.994463170087339,15.26080354635059
83,2018-07-12,16,Yes,5.166747691155469,21.270939855506356
84,2018-07-12,16,Yes,6.367630369662175,25.125560157943003
85,2018-07-11,13,Yes,6.233128780796885,21.481310633120014
86,2018-07-10,1,Yes,8.807526730559289,35.782305078590625
87,2018-07-10,2,Yes,5.23171537958154,19.0864313414686
88,2018-07-10,2,Yes,2.619690059725134,9.101909099349829
89,2018-07-10,3,Yes,4.47374805053824,17.96620565237804
90,2018-07-10,3,Yes,1.9588764794277644,7.619057263636829
91,2018-07-10,4,Yes,3.639665520041031,14.438852516861957
92,2018-07-10,4,Yes,2.001004244927945,7.6504960176266765
93,2018-07-10,5,Yes,2.104698632323009,8.406744228561324
94,2018-07-10,6,Yes,2.3264492776210024,10.536367952860832
95,2018-07-10,6,Yes,5.13278209496927,19.79563790173471
96,2018-07-10,7,Yes,6.566698969936831,25.86576263589887
97,2018-07-10,7,Yes,6.472331642739836,22.945184432930546
98,2018-07-10,10,Yes,6.335035323308187,24.37561606838012
99,2018-07-10,10,Yes,1.8734356627110702,7.636136193871933
100,2018-07-10,11,Yes,5.092647833300974,19.071966579880044
101,2018-07-10,11,Yes,2.1301383950456128,7.663927581958905
102,2018-07-10,13,Yes,4.516276493055126,18.71718293919725
103,2018-07-10,13,Yes,1.8519745986348124,8.78596451542651
104,2018-07-10,14,Yes,3.5995312583727355,13.715181195007293
105,2018-07-10,14,Yes,2.126579323312935,8.357088409246236
106,2018-07-10,15,Yes,2.2898740876853845,9.119535803718836
107,2018-07-10,16,Yes,6.197169808077737,26.51976690527966
108,2018-07-10,16,Yes,3.502769750327151,10.76729702707442
109,2018-07-09,2,Yes,4.143464112530802,15.27630150519547
110,2018-07-09,2,Yes,9.145262200097804,35.81743378530568
111,2018-07-09,2,Yes,6.639596796741208,25.906120313037093
112,2018-07-09,2,Yes,5.098415821766366,17.600797415133698
113,2018-07-09,3,Yes,5.108117186993587,21.2705600033478
114,2018-07-09,3,Yes,8.805132549710697,35.75499911362608
115,2018-07-09,3,Yes,8.918565315200077,37.23856664544832
116,2018-07-09,5,Yes,6.77209500052297,25.952677173713262
117,2018-07-09,5,Yes,6.52616403125183,24.422552781214844
118,2018-07-09,5,Yes,9.268227684733375,36.582495981554885
119,2018-07-09,6,Yes,5.239244840943139,20.591758999815212
120,2018-07-09,6,Yes,8.926727484514059,35.79470344566653
121,2018-07-09,6,Yes,7.287739658008659,30.16068719847691
122,2018-07-09,7,Yes,5.389047137420014,22.046334024318817
123,2018-07-09,7,Yes,7.781279775287233,30.474079964765156
124,2018-07-09,7,Yes,6.5708643776343365,27.337964997901548
125,2018-07-09,10,Yes,5.187183679280062,20.55928704856904
126,2018-07-09,10,Yes,8.884199041997173,35.04372615884732
127,2018-07-09,10,Yes,6.369000919494384,25.850918022151767
128,2018-07-09,11,Yes,5.279379102611435,21.315430321669876
129,2018-07-09,11,Yes,8.976394465328546,35.79986943194815
130,2018-07-09,11,Yes,6.47072906197195,25.888555959679564
131,2018-07-09,13,Yes,4.691872335152572,18.800997885242666
132,2018-07-09,13,Yes,8.807927407575994,36.50184361141999
133,2018-07-09,13,Yes,3.673631116227229,15.914154470633603
134,2018-07-09,13,Yes,2.599153446689659,7.232711510764059
135,2018-07-09,14,Yes,3.7957952468293885,15.240139601224085
136,2018-07-09,14,Yes,8.807126053542584,35.062766545761264
137,2018-07-09,14,Yes,4.97761248704371,20.531770574806814
138,2018-07-09,15,Yes,4.1533975086937,15.277334702451794
139,2018-07-09,15,Yes,9.164728315406895,35.09996164698897
140,2018-07-09,15,Yes,4.906642320055519,18.071064395708518
141,2018-07-09,16,Yes,5.099141577831372,18.843358972752004
142,2018-07-09,16,Yes,9.224729369400984,35.825699363356286
143,2018-07-09,16,Yes,9.347694854036556,36.59076155960549
144,2018-07-09,16,Yes,3.8826329853658472,10.833864487779325
145,2018-07-09,17,Yes,4.224367675681891,17.738040881550088
146,2018-07-09,17,Yes,8.807126053542584,35.062766545761264
147,2018-07-09,17,Yes,6.282395211893603,26.588463744638748
148,2018-07-08,13,Yes,6.261727065534397,25.14732028446737
149,2018-07-08,13,Yes,2.870318647034217,12.395720258265891
150,2018-07-06,2,Yes,4.75941260446097,19.50046283390176
151,2018-07-06,2,Yes,6.308319531210009,26.90746398968589
152,2018-07-06,2,Yes,3.208698910339938,11.913645271571406
153,2018-07-06,2,Yes,1.7809507008544756,5.09188990549026
154,2018-07-06,3,Yes,5.326651902577333,21.293290342986957
155,2018-07-06,3,Yes,6.4374536813276775,26.92089555401812
156,2018-07-06,3,Yes,5.194153698795571,21.246733482310788
157,2018-07-06,4,Yes,3.8434687238119913,15.937538155370529
158,2018-07-06,4,Yes,6.207103204240635,26.520800102535983
159,2018-07-06,7,Yes,5.227317940948358,21.282958370423703
160,2018-07-06,7,Yes,7.581419702230809,32.5847256531622
161,2018-07-06,10,Yes,5.4549846986615895,19.867644841660454
162,2018-07-06,10,Yes,3.8947382853943657,12.999332614903139
163,2018-07-06,10,Yes,5.20380743768489,23.749588896297915
164,2018-07-06,10,Yes,5.322486494879827,19.821087980984288
165,2018-07-06,11,Yes,5.47764634885268,20.61655573396702
166,2018-07-06,11,Yes,4.784077512436654,18.025540732288672
167,2018-07-06,11,Yes,5.255067245314557,22.342983781885362
168,2018-07-06,14,Yes,4.024664035592737,15.98344167094893
169,2018-07-06,14,Yes,6.388298516021381,26.566703618114385
170,2018-07-06,16,Yes,5.31631782939773,20.572718612901266
171,2018-07-06,16,Yes,8.96566959638388,38.649684401044745
172,2018-07-06,16,Yes,6.488602350465861,26.58285492205703
173,2018-07-05,1,Yes,3.773365627573974,10.822499317959748
174,2018-07-05,1,Yes,9.134527449901496,34.37732352239063
175,2018-07-05,1,Yes,4.8859741736963125,16.629920935537136
176,2018-07-05,2,Yes,6.56589761590342,24.426685570240146
177,2018-07-05,2,Yes,9.071563019260017,34.33799904250874
178,2018-07-05,2,Yes,5.3650149373967135,20.5720652678035
179,2018-07-05,3,Yes,3.423703258040676,11.47856998185318
180,2018-07-05,3,Yes,8.775332361222004,35.751899521857105
181,2018-07-05,3,Yes,8.888765126711384,37.23546705367935
182,2018-07-05,4,Yes,3.842899400714257,10.829731698754024
183,2018-07-05,4,Yes,9.184995784749395,35.82156657433099
184,2018-07-05,4,Yes,5.803120085395409,22.351461212556465
185,2018-07-05,6,Yes,3.793633096916475,11.544104245301762
186,2018-07-05,6,Yes,9.135729480951612,36.53593912087872
187,2018-07-05,6,Yes,6.639596796741208,25.906120313037093
188,2018-07-05,7,Yes,7.870680340753311,30.483378740072084
189,2018-07-05,7,Yes,5.355482218250522,21.290570603376537
190,2018-07-05,10,Yes,3.5135045005234593,12.207407289989474
191,2018-07-05,10,Yes,7.560350878854897,30.424043660161455
192,2018-07-05,10,Yes,6.378533638640577,25.13241268657873
193,2018-07-05,11,Yes,3.63509943532682,12.247111622029923
194,2018-07-05,11,Yes,9.005793976800534,35.08343049088777
195,2018-07-05,11,Yes,5.185813129447853,19.83392918436028
196,2018-07-05,15,Yes,3.744366793118693,12.2584767918495
197,2018-07-05,15,Yes,9.115061334592408,35.09479566070735
198,2018-07-05,15,Yes,5.733185635238421,21.624690298932826
199,2018-07-05,16,Yes,9.1651289924236,35.819500179818334
200,2018-07-05,16,Yes,6.45166349638063,21.50404097275917
201,2018-07-05,16,Yes,6.659463589067003,25.908186707549746
202,2018-07-04,2,Yes,5.5663211582537535,19.383292951655644
203,2018-07-04,13,Yes,6.233128780796885,21.481310633120014
204,2018-07-03,1,Yes,8.885000396030584,36.48280322450605
205,2018-07-03,2,Yes,6.3393217507488195,29.069179179942957
206,2018-07-03,2,Yes,3.706404435316018,13.699240399862324
207,2018-07-03,2,Yes,2.2786562258305554,6.877485033781177
208,2018-07-03,3,Yes,7.544849017106484,27.090192379399316
209,2018-07-03,4,Yes,9.015336577198367,38.65485038732637
210,2018-07-03,6,Yes,9.04513676568706,38.65794997909534
211,2018-07-03,7,Yes,7.698216394085346,28.279892823261914
212,2018-07-03,10,Yes,2.979595758778797,10.875485002030636
213,2018-07-03,10,Yes,5.193473364505286,23.029017166212228
214,2018-07-03,11,Yes,4.843277212397333,17.31220138299726
215,2018-07-03,11,Yes,2.733299653014029,7.360742086210956
216,2018-07-03,11,Yes,5.304734226129044,22.348149768166987
217,2018-07-03,13,Yes,4.814278377942052,18.74817885688701
218,2018-07-03,13,Yes,4.037681700847216,12.697896723213526
219,2018-07-03,13,Yes,2.986555897042663,7.273006203760745
220,2018-07-03,14,Yes,7.555984444319499,29.249841175143732
221,2018-07-03,15,Yes,2.6339203969092684,10.147090530194433
222,2018-07-03,15,Yes,2.6477395434960935,14.122148306184233
223,2018-07-03,15,Yes,2.5957895203245003,13.021111872486589
224,2018-07-03,16,Yes,5.153218083093864,19.08398509479739
225,2018-07-03,16,Yes,6.287371727577226,27.968142746245313
226,2018-07-03,16,Yes,3.6120371081190235,10.778662196893997
227,2018-07-02,1,Yes,4.591101979675688,16.337192114375394
228,2018-07-02,1,Yes,9.164327638390189,34.380423114159605
229,2018-07-02,1,Yes,6.658662235033592,24.469109641891013
230,2018-07-02,2,Yes,4.21339856268779,16.00307241881911
231,2018-07-02,2,Yes,6.596098481408818,25.149323694838486
232,2018-07-02,2,Yes,6.719063966044389,25.914385891087697
233,2018-07-02,2,Yes,2.987357251076074,8.712083269419471
234,2018-07-02,3,Yes,6.710901796730406,27.358249090869492
235,2018-07-02,3,Yes,7.78881899060154,30.447807197056935
236,2018-07-02,3,Yes,9.207034480940811,37.98806789871112
237,2018-07-02,4,Yes,5.147850771645177,21.274692792373102
238,2018-07-02,4,Yes,8.85439885350848,35.04062656707834
239,2018-07-02,4,Yes,7.653516175001775,31.18600626464169
240,2018-07-02,6,Yes,5.217384544785459,21.281925173167377
241,2018-07-02,6,Yes,8.91439990750257,35.766364283445654
242,2018-07-02,6,Yes,8.151622376994561,33.691139925761966
243,2018-07-02,7,Yes,5.0787176755216,21.98699894440819
244,2018-07-02,7,Yes,7.480483032535012,29.69623954928149
245,2018-07-02,7,Yes,6.270067634882115,26.560124582417878
246,2018-07-02,10,Yes,5.246784056257447,20.56548623210699
247,2018-07-02,10,Yes,7.629483974978474,29.71173750812637
248,2018-07-02,10,Yes,9.057232184463937,36.53349287420751
249,2018-07-02,11,Yes,5.378312387223705,20.606223761403765
250,2018-07-02,11,Yes,7.761012305944733,29.752475037423142
251,2018-07-02,11,Yes,7.864912352287919,31.95454790481843
252,2018-07-02,13,Yes,4.911208404769729,20.26280529054055
253,2018-07-02,13,Yes,9.055861634631727,35.80813500999876
254,2018-07-02,13,Yes,6.540663512128939,26.615326873303204
255,2018-07-02,13,Yes,1.9613446586018104,3.6987163554099327
256,2018-07-02,14,Yes,4.071936835558635,15.96130169226601
257,2018-07-02,14,Yes,6.454636754279662,25.107552968285386
258,2018-07-02,14,Yes,6.577602238915232,25.872615164534597
259,2018-07-02,16,Yes,4.689478154303982,18.77369192027812
260,2018-07-02,16,Yes,6.195967777027621,24.361151306791566
261,2018-07-02,16,Yes,8.90943327307059,38.676610513850726
262,2018-07-02,17,Yes,5.819144217209882,17.44076067908168
263,2018-07-02,17,Yes,4.352938579747337,14.647366907338357
264,2018-07-02,17,Yes,4.824254864017555,17.81046970488938
265,2018-07-01,7,Yes,6.222003234835514,23.611587069387237
266,2018-07-01,17,Yes,8.99466843083916,37.213706927154995
267,2018-06-30,8,Yes,5.889625322792977,22.917351091151296
268,2018-06-30,8,Yes,4.452344394161321,16.814101060643193
269,2018-06-30,14,Yes,9.185597975478755,21.74878280837025
270,2018-06-30,14,Yes,12.873080619049674,36.951727254221574
271,2018-06-30,14,Yes,10.367415215693079,27.040413781952978
272,2018-06-30,17,Yes,10.111195808747455,35.94495988413378
273,2018-06-30,17,Yes,4.877285898496137,17.848760987514947
274,2018-06-30,17,Yes,4.867753179349945,18.567266323087985
275,2018-06-29,1,Yes,7.777762193824211,26.08433606156666
276,2018-06-29,1,Yes,8.408041520550459,28.113003558574174
277,2018-06-29,2,Yes,3.7962056777988016,14.428077707998616
278,2018-06-29,2,Yes,4.7053005586753995,20.52491670234827
279,2018-06-29,2,Yes,4.042136647069942,15.958202100497035
280,2018-06-29,2,Yes,3.692305631455615,12.226004840603329
281,2018-06-29,3,Yes,9.182279557319783,32.870899736791216
282,2018-06-29,3,Yes,7.673983167224152,27.103623943731545
283,2018-06-29,3,Yes,10.364096797534105,38.16253071037394
284,2018-06-29,4,Yes,6.932153440348925,23.967720829488435
285,2018-06-29,4,Yes,7.571965486221366,25.277882990922908
286,2018-06-29,4,Yes,7.685398251710745,26.761450522745157
287,2018-06-29,5,Yes,8.443700413755051,26.873098810569818
288,2018-06-29,5,Yes,8.240186748509311,27.162516187342085
289,2018-06-29,5,Yes,8.330267648265673,25.389531278747572
290,2018-06-29,6,Yes,6.115142844312215,19.69558959069109
291,2018-06-29,6,Yes,10.212132478443252,38.833445988014496
292,2018-06-29,6,Yes,7.72553251337904,27.485121844599824
293,2018-06-29,7,Yes,6.493647615333524,21.468786351906104
294,2018-06-29,7,Yes,7.5429666517660845,26.71386046481266
295,2018-06-29,7,Yes,7.6754648555478475,26.76041732548883
296,2018-06-29,10,Yes,6.652181276923179,20.765778975177945
297,2018-06-29,10,Yes,5.091934863655956,13.89746674842063
298,2018-06-29,10,Yes,5.124819448535164,16.43551385326435
299,2018-06-29,10,Yes,5.205367629145334,15.381034280242877
300,2018-06-29,11,Yes,7.709029774717339,27.51618074643111
301,2018-06-29,11,Yes,6.158316080596307,19.929363184100758
302,2018-06-29,11,Yes,5.743562798330629,21.406519679764553
303,2018-06-29,14,Yes,6.652181276923179,20.765778975177945
304,2018-06-29,14,Yes,7.711033032501931,25.29234775251146
305,2018-06-29,14,Yes,6.519683073141418,20.719222114501775
306,2018-06-29,16,Yes,6.682382142428577,21.488417099776285
307,2018-06-29,16,Yes,10.350799347707111,38.12837221677368
308,2018-06-29,16,Yes,7.007054524937895,21.784245512707006
309,2018-06-29,17,Yes,6.541633384944442,26.6211462046826
310,2018-06-29,17,Yes,3.6766042468273255,13.696140808093348
311,2018-06-29,17,Yes,4.585699127703924,19.792979802443
312,2018-06-29,17,Yes,3.3519318643180087,13.400312395162631
313,2018-06-28,1,Yes,3.681570881259306,10.785894577688275
314,2018-06-28,1,Yes,9.042732703586827,34.340718782119154
315,2018-06-28,1,Yes,6.537067300230231,24.429405309850566
316,2018-06-28,2,Yes,8.874666322850981,35.762231494420355
317,2018-06-28,2,Yes,5.483257904350803,23.010631468218875
318,2018-06-28,2,Yes,6.142135388515627,22.88378295850727
319,2018-06-28,3,Yes,8.964467565333765,36.49106880255665
320,2018-06-28,3,Yes,9.087433049969336,37.25613099880585
321,2018-06-28,4,Yes,5.005819721418288,16.125115609203498
322,2018-06-28,4,Yes,9.043133380603534,35.06025731494852
323,2018-06-28,4,Yes,9.14703342694672,37.2623301823438
324,2018-06-28,6,Yes,3.652572046804025,12.221872051578027
325,2018-06-28,6,Yes,9.013733869131546,35.77669625600891
326,2018-06-28,6,Yes,6.50806846577495,25.86538278374032
327,2018-06-28,7,Yes,7.72881793660745,29.72206948068962
328,2018-06-28,7,Yes,6.518402538954553,26.585954513826007
329,2018-06-28,10,Yes,4.8092336863806135,11.676796330411486
330,2018-06-28,10,Yes,10.160862789561943,35.950125870415405
331,2018-06-28,10,Yes,5.912309513356759,18.202723283561916
332,2018-06-28,11,Yes,3.6128384621524345,12.217739262552726
333,2018-06-28,11,Yes,7.669217559630065,29.715870297151668
334,2018-06-28,11,Yes,6.46833488112336,25.861249994715017
335,2018-06-28,13,Yes,3.691504277422204,10.7869277749446
336,2018-06-28,13,Yes,9.024067942311149,36.4972679860946
337,2018-06-28,13,Yes,6.518402538954553,26.585954513826007
338,2018-06-28,14,Yes,4.828699801689703,10.959324192094774
339,2018-06-28,14,Yes,10.17079618572484,35.95115906767173
340,2018-06-28,14,Yes,10.284228951214219,37.43472659949398
341,2018-06-28,16,Yes,6.5318540898867,18.791280517654375
342,2018-06-28,16,Yes,9.264385024222053,31.66972905356746
343,2018-06-28,16,Yes,6.320614472866762,19.979019636545907
344,2018-06-28,17,Yes,3.8329660045513596,10.8286985014977
345,2018-06-28,17,Yes,10.927482980581276,42.93811715608653
346,2018-06-28,17,Yes,5.793186689232511,22.35042801530014
347,2018-06-27,13,Yes,3.691504277422204,10.7869277749446
348,2018-06-27,16,Yes,7.686199478445221,22.379001930337413
349,2018-06-26,1,Yes,10.350799347707111,38.12837221677368
350,2018-06-26,2,Yes,5.032735163695276,14.610806097712043
351,2018-06-26,2,Yes,9.446671228561431,34.94281265008542
352,2018-06-26,2,Yes,4.928835117352089,12.408733230316756
353,2018-06-26,3,Yes,4.87340014807221,13.874736408781475
354,2018-06-26,3,Yes,6.220600176947502,21.750971347884093
355,2018-06-26,4,Yes,7.772636794562844,28.896239600196232
356,2018-06-26,4,Yes,6.486919508005336,21.40253575921822
357,2018-06-26,6,Yes,10.20259975929706,39.55195132358754
358,2018-06-26,6,Yes,7.6025670287434695,26.720059648350613
359,2018-06-26,7,Yes,10.539012178042332,34.20710368225433
360,2018-06-26,7,Yes,7.853184975173013,27.84176002717476
361,2018-06-26,10,Yes,5.429670333194472,13.93259545513569
362,2018-06-26,10,Yes,8.081653086919657,27.865523564070244
363,2018-06-26,10,Yes,6.767337642923572,22.527335729811348
364,2018-06-26,11,Yes,6.446384569320335,19.95932590453419
365,2018-06-26,11,Yes,7.85078091307278,23.524528830198573
366,2018-06-26,11,Yes,5.132069125324251,14.621138070275295
367,2018-06-26,11,Yes,6.917374302198239,24.27676895413088
368,2018-06-26,13,Yes,7.551698016878866,24.556278063580894
369,2018-06-26,13,Yes,6.756035901491646,19.94300660105349
370,2018-06-26,13,Yes,4.927353556327331,18.573465506625936
371,2018-06-26,14,Yes,7.901370267663807,28.190132631699097
372,2018-06-26,14,Yes,6.587054823667722,22.8519447974402
373,2018-06-26,16,Yes,7.881904152354718,28.907604770015812
374,2018-06-26,16,Yes,7.891436871500909,28.189099434442774
375,2018-06-25,1,Yes,4.141470608698917,15.968534073060287
376,2018-06-25,1,Yes,7.409913542563526,27.955071903012556
377,2018-06-25,1,Yes,8.409089323196486,32.278925988767696
378,2018-06-25,2,Yes,6.493969661914547,24.392147224481324
379,2018-06-25,2,Yes,4.111269743193519,15.245895948461948
380,2018-06-25,2,Yes,5.283554264261649,21.256032257617715
381,2018-06-25,2,Yes,3.1640439857321523,12.02307829640445
382,2018-06-25,2,Yes,4.628116304430389,15.790995913647214
383,2018-06-25,3,Yes,6.621901908281033,28.068488848391933
384,2018-06-25,3,Yes,7.70935182129836,30.439541619006334
385,2018-06-25,3,Yes,9.12756731163763,37.97980232066052
386,2018-06-25,4,Yes,6.961953628837618,23.97082042125741
387,2018-06-25,4,Yes,7.611298393856251,24.562477247118846
388,2018-06-25,4,Yes,10.7819344761903,39.22032172778489
389,2018-06-25,5,Yes,7.8870295516160835,26.09570123138624
390,2018-06-25,5,Yes,7.641098582344943,24.56557683888782
391,2018-06-25,5,Yes,13.002260404672466,48.120401043318694
392,2018-06-25,6,Yes,4.750681239348189,21.658045235133528
393,2018-06-25,6,Yes,6.295301738656597,24.371483279354816
394,2018-06-25,6,Yes,9.008767234699565,38.686942486413976
395,2018-06-25,6,Yes,2.0986984856230047,7.725117126198973
396,2018-06-25,7,Yes,6.404647726884152,22.17902610942854
397,2018-06-25,7,Yes,7.4920976399014805,24.550078880042943
398,2018-06-25,7,Yes,10.215095855090642,38.14703275152907
399,2018-06-25,10,Yes,7.94743128262688,27.540977480582917
400,2018-06-25,10,Yes,10.339663920494099,35.96872342102926
401,2018-06-25,10,Yes,10.46262940512967,36.733785617278464
402,2018-06-25,11,Yes,7.709029774717339,27.51618074643111
403,2018-06-25,11,Yes,10.11079513173075,35.22542135130442
404,2018-06-25,11,Yes,8.433676428640583,32.46542644640695
405,2018-06-25,11,Yes,5.028448863553578,15.738768644215675
406,2018-06-25,13,Yes,5.2575188064537555,22.005596495022044
407,2018-06-25,13,Yes,8.97359960746325,35.053024934154244
408,2018-06-25,13,Yes,8.191756638662856,34.41481124761663
409,2018-06-25,13,Yes,3.6219705042819212,10.779695394150323
410,2018-06-25,13,Yes,2.129300028145108,9.167293783626677
411,2018-06-25,14,Yes,6.583849534833013,22.91716219287176
412,2018-06-25,14,Yes,10.3094630549887,35.24608529643093
413,2018-06-25,14,Yes,10.403830382185696,38.16666349939925
414,2018-06-25,15,Yes,11.946069487065495,36.920857304814874
415,2018-06-25,15,Yes,11.700138517794354,35.39073291231646
416,2018-06-25,15,Yes,11.804038564137542,37.59280577971174
417,2018-06-25,16,Yes,6.563982742507218,22.91509579835911
418,2018-06-25,16,Yes,10.270530824370521,36.68102957306435
419,2018-06-25,16,Yes,12.126851462708485,46.0006862194715
420,2018-06-25,17,Yes,5.568883985183373,23.798866840407328
421,2018-06-25,17,Yes,7.970649342196785,31.50810744528063
422,2018-06-25,17,Yes,8.941226965391168,37.987477537754884
423,2018-06-22,1,Yes,8.284365398131985,26.13702912163925
424,2018-06-22,1,Yes,10.647999878560627,36.72029106880471
425,2018-06-22,1,Yes,6.418512040647828,17.53587781080514
426,2018-06-22,2,Yes,6.821850365725848,22.222420394194202
427,2018-06-22,2,Yes,4.394926375607427,11.076810942357918
428,2018-06-22,2,Yes,7.923119425330001,28.568530940798404
429,2018-06-22,2,Yes,9.756088197934949,34.631635146788796
430,2018-06-22,3,Yes,6.49236708114666,27.335518751230335
431,2018-06-22,3,Yes,3.660222527908752,16.94856045948481
432,2018-06-22,3,Yes,8.988499765357066,37.96533755907197
433,2018-06-22,4,Yes,7.021554005815003,23.977019604795363
434,2018-06-22,4,Yes,8.937550619098758,33.4993909427809
435,2018-06-22,4,Yes,9.536752128317792,33.16982774149091
436,2018-06-22,6,Yes,5.398980533582911,22.047367221575144
437,2018-06-22,6,Yes,6.448299570015472,27.2924413344817
438,2018-06-22,6,Yes,9.199895942643211,38.733879199248705
439,2018-06-22,7,Yes,6.840915804018232,20.785409723048126
440,2018-06-22,7,Yes,10.490267571004383,38.8623755111916
441,2018-06-22,7,Yes,8.013200325086363,26.79554603220389
442,2018-06-22,8,Yes,8.145698528868126,26.84210289288006
443,2018-06-22,8,Yes,10.556996605027727,33.83283816218033
444,2018-06-22,8,Yes,10.632298493932337,38.19042703629473
445,2018-06-22,10,Yes,6.431965350135864,25.890242502033658
446,2018-06-22,10,Yes,6.138370785133763,27.952644787400434
